path,file,split,dialect
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0042.wav,train_barishal_0042.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0043.wav,train_barishal_0043.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0044.wav,train_barishal_0044.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0045.wav,train_barishal_0045.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0046.wav,train_barishal_0046.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0047.wav,train_barishal_0047.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0048.wav,train_barishal_0048.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0049.wav,train_barishal_0049.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0050.wav,train_barishal_0050.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0051.wav,train_barishal_0051.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0052.wav,train_barishal_0052.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0053.wav,train_barishal_0053.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0054.wav,train_barishal_0054.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0055.wav,train_barishal_0055.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0056.wav,train_barishal_0056.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0057.wav,train_barishal_0057.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0058.wav,train_barishal_0058.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0059.wav,train_barishal_0059.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0060.wav,train_barishal_0060.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0061.wav,train_barishal_0061.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0062.wav,train_barishal_0062.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0063.wav,train_barishal_0063.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0064.wav,train_barishal_0064.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0065.wav,train_barishal_0065.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0066.wav,train_barishal_0066.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0067.wav,train_barishal_0067.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0068.wav,train_barishal_0068.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0069.wav,train_barishal_0069.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0070.wav,train_barishal_0070.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0071.wav,train_barishal_0071.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0072.wav,train_barishal_0072.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0073.wav,train_barishal_0073.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0074.wav,train_barishal_0074.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0075.wav,train_barishal_0075.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0076.wav,train_barishal_0076.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0077.wav,train_barishal_0077.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0078.wav,train_barishal_0078.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0079.wav,train_barishal_0079.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0080.wav,train_barishal_0080.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0081.wav,train_barishal_0081.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0082.wav,train_barishal_0082.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0083.wav,train_barishal_0083.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0084.wav,train_barishal_0084.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0085.wav,train_barishal_0085.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0086.wav,train_barishal_0086.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0087.wav,train_barishal_0087.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0088.wav,train_barishal_0088.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0089.wav,train_barishal_0089.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0090.wav,train_barishal_0090.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0091.wav,train_barishal_0091.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0092.wav,train_barishal_0092.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0093.wav,train_barishal_0093.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0094.wav,train_barishal_0094.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0095.wav,train_barishal_0095.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0096.wav,train_barishal_0096.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0097.wav,train_barishal_0097.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0098.wav,train_barishal_0098.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0099.wav,train_barishal_0099.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0100.wav,train_barishal_0100.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0101.wav,train_barishal_0101.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0102.wav,train_barishal_0102.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0103.wav,train_barishal_0103.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0104.wav,train_barishal_0104.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0105.wav,train_barishal_0105.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0106.wav,train_barishal_0106.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0107.wav,train_barishal_0107.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0108.wav,train_barishal_0108.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0109.wav,train_barishal_0109.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0110.wav,train_barishal_0110.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0111.wav,train_barishal_0111.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0112.wav,train_barishal_0112.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0113.wav,train_barishal_0113.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0114.wav,train_barishal_0114.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0115.wav,train_barishal_0115.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0116.wav,train_barishal_0116.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0117.wav,train_barishal_0117.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0118.wav,train_barishal_0118.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0119.wav,train_barishal_0119.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0120.wav,train_barishal_0120.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0121.wav,train_barishal_0121.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0122.wav,train_barishal_0122.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0123.wav,train_barishal_0123.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0124.wav,train_barishal_0124.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0125.wav,train_barishal_0125.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0126.wav,train_barishal_0126.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0127.wav,train_barishal_0127.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0128.wav,train_barishal_0128.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0129.wav,train_barishal_0129.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0130.wav,train_barishal_0130.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0131.wav,train_barishal_0131.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0132.wav,train_barishal_0132.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0133.wav,train_barishal_0133.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0134.wav,train_barishal_0134.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0135.wav,train_barishal_0135.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0136.wav,train_barishal_0136.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0137.wav,train_barishal_0137.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0138.wav,train_barishal_0138.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0139.wav,train_barishal_0139.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0140.wav,train_barishal_0140.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0141.wav,train_barishal_0141.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0142.wav,train_barishal_0142.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0143.wav,train_barishal_0143.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0144.wav,train_barishal_0144.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0145.wav,train_barishal_0145.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0146.wav,train_barishal_0146.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0147.wav,train_barishal_0147.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0148.wav,train_barishal_0148.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0149.wav,train_barishal_0149.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0150.wav,train_barishal_0150.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0151.wav,train_barishal_0151.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0152.wav,train_barishal_0152.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0153.wav,train_barishal_0153.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0154.wav,train_barishal_0154.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0155.wav,train_barishal_0155.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0156.wav,train_barishal_0156.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0157.wav,train_barishal_0157.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0158.wav,train_barishal_0158.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0159.wav,train_barishal_0159.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0160.wav,train_barishal_0160.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0161.wav,train_barishal_0161.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0162.wav,train_barishal_0162.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0163.wav,train_barishal_0163.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0164.wav,train_barishal_0164.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0165.wav,train_barishal_0165.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0166.wav,train_barishal_0166.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0167.wav,train_barishal_0167.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0168.wav,train_barishal_0168.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0169.wav,train_barishal_0169.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0170.wav,train_barishal_0170.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0171.wav,train_barishal_0171.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0172.wav,train_barishal_0172.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0173.wav,train_barishal_0173.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0174.wav,train_barishal_0174.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0175.wav,train_barishal_0175.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0176.wav,train_barishal_0176.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0177.wav,train_barishal_0177.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0178.wav,train_barishal_0178.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0179.wav,train_barishal_0179.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0180.wav,train_barishal_0180.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0181.wav,train_barishal_0181.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0182.wav,train_barishal_0182.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0183.wav,train_barishal_0183.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0184.wav,train_barishal_0184.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0185.wav,train_barishal_0185.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0186.wav,train_barishal_0186.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0187.wav,train_barishal_0187.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0188.wav,train_barishal_0188.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0189.wav,train_barishal_0189.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0190.wav,train_barishal_0190.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0191.wav,train_barishal_0191.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0192.wav,train_barishal_0192.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0193.wav,train_barishal_0193.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0194.wav,train_barishal_0194.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0195.wav,train_barishal_0195.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0196.wav,train_barishal_0196.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0197.wav,train_barishal_0197.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0198.wav,train_barishal_0198.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0199.wav,train_barishal_0199.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0200.wav,train_barishal_0200.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0201.wav,train_barishal_0201.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0202.wav,train_barishal_0202.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0203.wav,train_barishal_0203.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0204.wav,train_barishal_0204.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0205.wav,train_barishal_0205.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0206.wav,train_barishal_0206.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0207.wav,train_barishal_0207.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0208.wav,train_barishal_0208.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0209.wav,train_barishal_0209.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0210.wav,train_barishal_0210.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0211.wav,train_barishal_0211.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0212.wav,train_barishal_0212.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0213.wav,train_barishal_0213.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0214.wav,train_barishal_0214.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0215.wav,train_barishal_0215.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0216.wav,train_barishal_0216.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0217.wav,train_barishal_0217.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0218.wav,train_barishal_0218.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0219.wav,train_barishal_0219.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0220.wav,train_barishal_0220.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0221.wav,train_barishal_0221.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0222.wav,train_barishal_0222.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0223.wav,train_barishal_0223.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0224.wav,train_barishal_0224.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0225.wav,train_barishal_0225.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0226.wav,train_barishal_0226.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0227.wav,train_barishal_0227.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0228.wav,train_barishal_0228.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0229.wav,train_barishal_0229.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0230.wav,train_barishal_0230.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0231.wav,train_barishal_0231.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0232.wav,train_barishal_0232.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0233.wav,train_barishal_0233.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0234.wav,train_barishal_0234.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0235.wav,train_barishal_0235.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0236.wav,train_barishal_0236.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0237.wav,train_barishal_0237.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0238.wav,train_barishal_0238.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0239.wav,train_barishal_0239.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0240.wav,train_barishal_0240.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0241.wav,train_barishal_0241.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0242.wav,train_barishal_0242.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0243.wav,train_barishal_0243.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0244.wav,train_barishal_0244.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0245.wav,train_barishal_0245.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0246.wav,train_barishal_0246.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0247.wav,train_barishal_0247.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0248.wav,train_barishal_0248.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0249.wav,train_barishal_0249.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0250.wav,train_barishal_0250.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0251.wav,train_barishal_0251.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0252.wav,train_barishal_0252.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0253.wav,train_barishal_0253.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0254.wav,train_barishal_0254.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0255.wav,train_barishal_0255.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0256.wav,train_barishal_0256.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0257.wav,train_barishal_0257.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0258.wav,train_barishal_0258.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0259.wav,train_barishal_0259.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0260.wav,train_barishal_0260.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0261.wav,train_barishal_0261.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0262.wav,train_barishal_0262.wav,train,barishal
/Users/farhanaakter/Downloads/archive-3/train/train_barishal_0263.wav,train_barishal_0263.wav,train,barishal
